,ACIDS,ADDITIONAL INFORMATION,ALCOHOL,BEER TYPE,BITTERNESS,CATEGORY,CHARACTERISTICS,CLOSURE,COUNTRY,DEPOSIT,ENERGY,GRAPE,ICONS,MORE INFORMATION,NAME,PACKAGING,PRICE / LITRE,PRODUCER,PRODUCT NUMBER,REGION1,REGION2,SELECTION,SUGAR,SUPPLIER,TASTE PROFILE,Unnamed: 0,VOLUME,WORT STRENGTH
3781,,,30.0%,,,Liqueur & bitter,Spice liqueurs,plastic closure,Finland,0.2 €,280.0 Kcal / 100ml,,,,Leijona Minttu-Toffee Shot plastic bottle,plastic bottle,26.16 EUR,Altia,184506,,,general selection,270.0 g/l,Altia,"amber-brown,full-bodied,warm,toffee notes,minty,minty notes,light liquorice notes",0,0.5,
3782,6.0 g/l,,12.5%,,,White wine,Nuanced & structured,natural cork,France,,70.0 Kcal / 100ml,Chardonnay,"fatty fish,salads, vegetarian food,sushi,lean fish",,Francois Mikulski Bourgogne Chardonnay 2015,bottle,53.31 EUR,Francois Mikulski,941017,Burgundy,AOC Bourgogne,sale-to-order selection,1.0 g/l,Muru Wines Oy,"dry,acidic,nutty,yellow plum notes",0,0.75,
3783,5.5 g/l,,13.0%,,,Red wine,Nuanced & developed,natural cork,Spain,,70.0 Kcal / 100ml,Tempranillo,"game,game birds,mutton, lamb,casseroles",,Montecillo Gran Reserva 2010,bottle,33.31 EUR,Bodegas Montecillo,910737,La Rioja,,sale-to-order selection,2.0 g/l,Beverage Partners Finland Oy,"medium-bodied,medium tannic,berry notes,oak notes,aromatic",0,0.75,
3784,4.9 g/l,,12.5%,,,Red wine,Berried & fresh,natural cork,France,,70.0 Kcal / 100ml,Pinot Noir,"chicken, turkey,pasta and pizza,pork",,Petite Marne Côtes du Jura Pinot Noir 2016,bottle,35.97 EUR,Domaine de la Petite Marne,949757,Others,AC Jura,sale-to-order selection,,Muru Wines Oy,"medium-bodied,low tannins,cherry notes,spicy",0,0.75,
3785,,,5.2%,"pils
(pils)",35.0 EBU,Beer,Pils,crown cap,Finland,,40.0 Kcal / 100ml,,"chicken, turkey,salads, vegetarian food,lean fish,party wine",,Kanavan Sulku Pils,bottle,12.15 EUR,Kanavan Panimo,956094,,,sale-to-order selection,,Kanavan Panimo,"golden-yellow,medium-bodied,medium hopped,oat flake notes,aromatic",0,0.33,11.5 °P
3786,5.5 g/l,,12.5%,,,White wine,Crisp & fruity,metal screw cap,Austria,,70.0 Kcal / 100ml,Grüner Veltliner,"aperitif,savoury snacks,seafood,metal screw cap",,Sighardt Donabaum Grüner Veltliner 2017,bottle,24.69 EUR,Weingut Sighardt Donabaum,946277,Others,,sale-to-order selection,3.0 g/l,Tampereen Viinitukku,"dry,medium acidic,grapefruity,apple notes",0,0.75,
3787,,Flavoured rum,54.0%,,,Rum,Spiced rum,metal screw cap,Austria,0.1 €,300.0 Kcal / 100ml,,metal screw cap,,Stroh,bottle,48.78 EUR,Sebastian Stroh,001512,,,general selection,,Interbrands Wines & Spirits,"reddish brown,full-bodied,dry,fiery,rich arrack notes,spicy",0,0.5,
3788,,,0.5%,,29.0 EBU,Non-alcoholic,Beer,crown cap,Germany,0.1 €,30.0 Kcal / 100ml,,,,Clausthaler Original,bottle,5.15 EUR,Binding Brauerei AG,948274,,,sale-to-order selection,,Henkell & Co. Suomi,"yellowish,medium full bodied,medium hopped,malty,citrus notes,aromatic",0,0.33,7.0 °P
3789,5.0 g/l,,12.0%,,,Sparkling wine & champagne,Crisp & fruity,metal screw cap,Germany,,80.0 Kcal / 100ml,"Gamay,Pinot Noir","salads, vegetarian food,savoury snacks,tapas and antipasti,party wine,metal screw cap",,Henkell Piccolo Rosé Dry,bottle,17.45 EUR,Henkell & Co Sektkellerei,913303,,,general selection,20.0 g/l,Henkell Freixenet Finland,"medium dry,acidic,raspberry notes,strawberry notes,ripe peach notes,rosé",0,0.2,
3790,,,32.0%,,,Vodka & spirit,Spirit,plastic closure,Finland,0.1 €,180.0 Kcal / 100ml,,,,Leijona Viina plastic bottle,plastic bottle,29.4 EUR,Altia,101623,,,general selection,,Altia,"colourless,dry,warm,neutral",0,0.2,
3791,,Mild alcoholic beverage,16.4%,,,Liqueur & bitter,Spice liqueurs,metal screw cap,Denmark,,280.0 Kcal / 100ml,,metal screw cap,,Små Sure Bubble Fizz plastic bottle,plastic bottle,25.86 EUR,Spritfabrikken Danmark A/S,905132,,,sale-to-order selection,440.0 g/l,Spivi Oy,"light blue,medium full bodied,fruity,sharp,tart",0,0.5,
3792,5.7 g/l,Lower-alcohol wine,7.0%,,,Sparkling wine & champagne,Mellow & sweet,natural cork,Italy,0.1 €,80.0 Kcal / 100ml,Brachetto,"sweet desserts,berries and fruits,party wine",,Araldica Brachetto d'Acqui Dolce,bottle,15.85 EUR,Araldica,544947,,DOCG Brachetto d'Acqui,general selection,100.0 g/l,Bpf-Beverage Partners Finland,"sweet,medium acidic,raspberry notes,cherry notes,strawberry jam notes,rose notes,rosé",0,0.75,
3793,4.9 g/l,,14.5%,,,Red wine,Smooth & fruity,natural cork,Spain,,80.0 Kcal / 100ml,Tempranillo,"grilled food,strong cheeses,beef,casseroles",,Marqués de Valparaíso Roble 2016,bottle,19.89 EUR,Bodegas Valparaíso,926787,Castile-Leon,DO Ribera del Duero,sale-to-order selection,2.0 g/l,Monditaly Wines and Spirits,"full-bodied,medium tannic,currant notes,spicy,oak notes",0,0.75,
3794,5.7 g/l,,12.5%,,,Rosé wine,Dry,metal screw cap,Italy,0.1 €,70.0 Kcal / 100ml,Bonvino,"salads, vegetarian food,pasta and pizza,chicken, turkey,party wine,metal screw cap,organic",,Villa Valentina Organic Rosato 2017,bottle,16.51 EUR,Villa Valentina,908244,,IGT Puglia,sale-to-order selection,6.0 g/l,CISA Drinks,"dry,acidic,wild berry notes,redcurrant notes,herbal notes",0,0.75,
3795,,Gluten-free,5.8%,"ale
(pale ale)",53.0 EBU,Beer,Ale,crown cap,Denmark,0.1 €,50.0 Kcal / 100ml,,"chicken, turkey,fatty fish,casseroles,mild cheeses",,To Øl Reparationsbajer,bottle,11.76 EUR,To Øl,704184,,,general selection,,Diamond Beer B.C.,"amber-yellow,full-bodied,cloudy,strongly hopped,caramel malt notes,light grapefruit notes,herbal notes,balanced",0,0.33,13.3 °P
3796,6.0 g/l,,12.5%,,,White wine,Crisp & fruity,metal screw cap,Germany,,70.0 Kcal / 100ml,Pinot Blanc,"pasta and pizza,fatty fish,buffet,oriental food,metal screw cap",,Brand Weissburgunder 2017,bottle,14.89 EUR,Weingut Brand,911528,The Palatinate,Qualitätswein Pfalz,sale-to-order selection,3.0 g/l,Servaali,"dry,acidic,apple notes,mineral notes,minerally,melon notes",0,1.0,
3797,,,8.0%,"ale
(strong ale)",34.0 EBU,Beer,Ale,crown cap,Finland,0.1 €,70.0 Kcal / 100ml,,"game,beef,strong cheeses,grilled food",,Malmgård Belge,bottle,11.79 EUR,Malmgård Brewery,782184,,,general selection,,Mbh Breweries,"chestnut brown,full-bodied,cloudy,strongly hopped,caramel malt notes,dried fruits,hint of honey,light spice notes,nuanced",0,0.33,18.9 °P
3798,5.6 g/l,,13.5%,,,Red wine,Berried & fresh,natural cork,Uruguay,0.1 €,80.0 Kcal / 100ml,Pinot Noir,"game birds,pork,mushrooms,fatty fish",,Pisano Río de los Pájaros Pinot Noir 2016,bottle,18.52 EUR,Cesar Pisano,441627,,Progreso,general selection,,Social Wines,"medium-bodied,medium tannic,sour cherry,boysenberry notes,spicy,hint of violet",0,0.75,
3799,6.0 g/l,,11.0%,,,Sparkling wine & champagne,Crisp & fruity,natural cork,Italy,,70.0 Kcal / 100ml,"Glera,Chardonnay","party wine,aperitif,tapas and antipasti,oriental food",,Scavi & Ray Prosecco Superiore Extra Dry,bottle,21.11 EUR,Scavi & Ray,907087,,DOCG Valdobbiadene Prosecco Superiore,sale-to-order selection,15.0 g/l,LBI Finland,"dry,acidic,citrus notes,apple notes,pear notes",0,0.75,
3800,5.9 g/l,,14.5%,,,Red wine,Robust & powerful,natural cork,France,,80.0 Kcal / 100ml,Syrah,"game,strong cheeses,beef,mutton, lamb",,E. Guigal Saint-Joseph 'Lieu-dit' 2016,bottle,62.64 EUR,E. Guigal,901616,Rhône,AC Saint Joseph,sale-to-order selection,,Vinunic Oy,"full-bodied,tannic,smoky notes,oak notes,blackberry notes",0,0.75,
3801,,,12.0%,,,Mixed drinks,,metal screw cap,Estonia,,110.0 Kcal / 100ml,,metal screw cap,,Vana Tallinn Glögi,bottle,15.5 EUR,Liviko,944431,,,sale-to-order selection,110.0 g/l,Arcus Finland,"bright red,orange peel notes,mulled wine flavour",0,0.7,
3802,5.6 g/l,,12.5%,,,Rosé wine,Dry,natural cork,Italy,0.1 €,70.0 Kcal / 100ml,"Syrah,Corvina,Carmenère,Trebbiano di Lugana","party wine,salads, vegetarian food,tapas and antipasti,pasta and pizza",,Pasqua 11 Minutes Rosé 2017,bottle,21.17 EUR,Pasqua,917087,,IGT Rosé delle Venezie,general selection,5.0 g/l,Wennerco,"dry,medium acidic,ripe apricot notes,light wild strawberry notes,slightly flowery",0,0.75,
3803,,,8.0%,"ale
(strong ale)",37.0 EBU,Beer,Ale,crown cap,Belgium,,70.0 Kcal / 100ml,,"meditation beverage,oriental food",,De Ranke Guldenberg,bottle,16.39 EUR,De Ranke,946364,,,sale-to-order selection,,Ultimator,"golden-yellow,full-bodied,medium hopped,fruity,grapefruity",0,0.33,18.6 °P
3804,,,4.0%,,,Mixed drinks,Citrusy,crown cap,Germany,0.1 €,60.0 Kcal / 100ml,,,,Breezer Lime,bottle,12.58 EUR,Bacardi,708543,,,general selection,85.0 g/l,Sinebrychoff,"light green,cloudy,sweet,lime notes,light coconut notes,sharp,tart",0,0.275,
3805,6.7 g/l,,13.5%,,,White wine,Nuanced & structured,metal screw cap,Germany,0.1 €,80.0 Kcal / 100ml,Riesling,"blini,sushi,fatty fish,chicken, turkey,metal screw cap,suitable for vegans",,Ruppertsberger Imperial Riesling 2018,bottle,17.17 EUR,Ruppertsberger,907337,The Palatinate,Pfalz,general selection,7.0 g/l,Cisa Drinks,"dry,acidic,green apple notes,peach notes,citrus notes,mineral notes,minerally,light herb notes",0,0.75,
3806,10.4 g/l,,12.5%,,,Dessert wine & other fortified wines,Fruit- and aromatised wines,metal screw cap,Finland,,90.0 Kcal / 100ml,,"party wine,mild cheeses,savoury snacks,metal screw cap",,Punaisen Tuvan Kohina,bottle,17.57 EUR,Punaisen Tuvan Viinitila,630627,,,general selection,45.0 g/l,Punaisen Tuvan Viinitila/Til.,"medium sweet,acidic,blackcurrant notes,blueberry notes,chokeberry notes,nuanced,good body,well-balanced",0,0.75,
3807,7.3 g/l,,12.5%,,,Sparkling wine & champagne,Crisp & fruity,natural cork,France,0.1 €,80.0 Kcal / 100ml,Pinot Noir,"aperitif,seafood,party wine,meditation beverage",,Gremillet Blanc de Noirs Champagne Brut,bottle,59.19 EUR,Gremillet,949387,Champagne,AC Champagne,sale-to-order selection,10.0 g/l,Quantum Beverages,"brut,acidic,citrus notes,spicy",0,0.75,
3808,8.7 g/l,,12.0%,,,Sparkling wine & champagne,Generous & toasty,natural cork,France,,70.0 Kcal / 100ml,,"meditation beverage,seafood,beef,sushi",Sold in gift packaging,Devaux & Michel Chapoutier Sténopé Champagne Brut 2008,bottle,253.4 EUR,Devaux,590967,Champagne,AC Champagne,limited quantity product,6.0 g/l,Sari Wines And Spirits,"brut,very acidic,white peach notes,lemon notes,mineral notes,minerally,elegant oaky notes,refined,long",0,0.75,
3809,4.9 g/l,,12.5%,,,White wine,Smooth & light,natural cork,Spain,,80.0 Kcal / 100ml,Albillo,"salads, vegetarian food,seafood,sushi,lean fish",,Garcia Viadero Albillo 2015,bottle,37.32 EUR,Valduero,909937,Others,Vino de la Tierra de Castilla,sale-to-order selection,18.0 g/l,Muru Wines Oy,"dry,medium acidic,fruity,pineapple notes,grapefruity",0,0.75,
3810,6.8 g/l,,12.5%,,,White wine,Crisp & fruity,,Portugal,,70.0 Kcal / 100ml,"Fernão Pires,Arinto,Moscatel,Verdelho","party wine,salads, vegetarian food,lean fish,chicken, turkey",,Quinta Do Conde Galodoro Branco 2017 bag-in-box,bag-in-box,9.82 EUR,Quinta Do Conde,952418,,,sale-to-order selection,6.0 g/l,CISA Drinks,"dry,acidic,citrus notes,apple notes,pear notes",0,3.0,
3811,4.8 g/l,,14.0%,,,Red wine,Luscious & jammy,metal screw cap,Chile,0.1 €,80.0 Kcal / 100ml,"Syrah,Mourvèdre,Merlot","pork,party wine,grilled food,casseroles,metal screw cap,organic,suitable for vegans,lighter glass bottle,local eco certificate",,Adobe Reserva Syrah Mourvedre Merlot 2018,bottle,13.84 EUR,Emiliana,489107,Rapel,DO Valle del Rapel,general selection,2.0 g/l,Vct Finland,"medium-bodied,medium tannic,blackcurrant notes,cherry notes,strawberry notes,light mocha notes,hint of vanilla",0,0.75,
3812,5.1 g/l,,14.0%,,,Red wine,Luscious & jammy,metal screw cap,Chile,0.1 €,80.0 Kcal / 100ml,Malbec,"pork,beef,casseroles,grilled food,metal screw cap",,Montes Reserva Malbec 2017,bottle,14.93 EUR,Montes,405367,Rapel,DO Valle de Colchagua,general selection,,Vinetum,"full-bodied,medium tannic,dark cherry notes,boysenberry notes,currant notes,light fig notes,hint of liquorice,pepper notes",0,0.75,
3813,,Contains quinine,0.0%,,,Non-alcoholic,Mixers,crown cap,England,0.1 €,40.0 Kcal / 100ml,,,,Fever-Tree Premium Lemon Tonic Water,bottle,10.1 EUR,Fever-Tree,701774,,,general selection,95.0 g/l,Dayton,"pale yellow,cloudy,sweet,carbonated,ripe lemon notes,bitter,balanced",0,0.2,
3814,5.3 g/l,,13.0%,,,Red wine,Nuanced & developed,natural cork,France,,70.0 Kcal / 100ml,Pinot Noir,"game birds,fatty fish,pork,mild cheeses",,Rodet Clos de Thorey Monopole 2008,bottle,66.65 EUR,Antonin Rodet,486147,Burgundy,AC Nuits-Saint-Georges Premier Cru,general selection,,Cisa Drinks,"medium-bodied,medium tannic,sour cherry,cranberry notes,hint of violet,spicy,light oak notes",0,0.75,
3815,5.6 g/l,,13.5%,,,Red wine,Luscious & jammy,natural cork,France,,80.0 Kcal / 100ml,,"meditation beverage,game,beef,grilled food",,Vidal-Fleury Côte-Rôtie Brune et Blonde 2015,bottle,86.64 EUR,Vidal-Fleury,425087,Rhône,AC Côte-Rôtie,limited quantity product,,Servaali,"full-bodied,medium tannic,raspberry notes,sour cherry,boysenberry notes,hint of chocolate,hint of olive,oak notes",0,0.75,
3816,,,59.9%,,,Whisky,Generous & powerful,natural cork,Ireland,,340.0 Kcal / 100ml,,,,Redbreast 12 Year Old Cask Strength Single Pot Still,bottle,127.13 EUR,Midleton Distillery,931947,,,sale-to-order selection,,Pernod Ricard Finland Oy,"full-bodied,golden brown,amber,fruity,spicy,aromatic",0,0.7,
3817,5.0 g/l,,13.5%,,,Red wine,Luscious & jammy,metal screw cap,Australia,0.1 €,80.0 Kcal / 100ml,Shiraz,"pork,beef,mutton, lamb,grilled food,metal screw cap,lighter glass bottle",,Rosemount Shiraz 2017,bottle,18.12 EUR,Rosemount Estate,006092,South Australia,McLaren Vale,general selection,2.0 g/l,Wennerco,"full-bodied,medium tannic,cherry jam notes,blueberry notes,boysenberry notes,spicy,herbal notes",0,0.75,
3818,6.2 g/l,,13.0%,,,Red wine,Berried & fresh,natural cork,United States,,70.0 Kcal / 100ml,Pinot Noir,"game birds,fatty fish,mushrooms,soups",,Lioco Cerise Vineyard Pinot Noir 2016,bottle,78.67 EUR,Lioco,481257,California,Anderson Valley,limited quantity product,,Handpicked Wines Finland,"medium-bodied,medium tannic,wild strawberry notes,redcurrant notes,flowery,hint of pepper,light leather notes,nuanced",0,0.75,
3819,5.6 g/l,,14.0%,,,Red wine,Luscious & jammy,metal screw cap,South Africa,0.1 €,80.0 Kcal / 100ml,"Petit Verdot,Syrah,Cabernet Sauvignon","pork,grilled food,pasta and pizza,mutton, lamb,metal screw cap,lighter glass bottle",,KWV Big Bill Red 2016,bottle,15.72 EUR,KWV,936867,Coastal Region,WO Western Cape,general selection,,Arvid Nordquist Hab (Suomi),"full-bodied,medium tannic,blackberry jam notes,light wild strawberry notes,mocha notes,herbal notes",0,0.75,
3820,,,32.0%,,,Vodka & spirit,Spirit,plastic closure,Finland,0.2 €,180.0 Kcal / 100ml,,,,Leijona Viina plastic bottle,plastic bottle,23.56 EUR,Altia,101636,,,general selection,,Altia,"colourless,dry,warm,neutral",0,0.5,
3821,5.6 g/l,,14.0%,,,Red wine,Luscious & jammy,metal screw cap,Australia,0.1 €,80.0 Kcal / 100ml,"Syrah,Cabernet Sauvignon","mutton, lamb,beef,game,grilled food,metal screw cap",,Young Brute  2015,bottle,25.65 EUR,Casella Family Brands,949917,South Australia,Wrattonbully,sale-to-order selection,7.0 g/l,Hartwall,"medium-bodied,tannic,blackberry notes,ripe plum notes,dark cherry notes",0,0.75,
3822,,,7.8%,"wheat beer
(weizenbock)",15.0 EBU,Beer,Wheat beer,crown cap,Germany,0.1 €,60.0 Kcal / 100ml,,"casseroles,mushrooms,pork,fatty fish",,Plank Heller Weizenbock,bottle,7.96 EUR,Brauerei Michael Plank,701466,,,general selection,,Diamond Beer B.C.,"light brown,full-bodied,cloudy,mildly hopped,malt biscuit notes,apricot notes,banana-like,light caramel notes,hint of coriander",0,0.5,17.0 °P
3823,,,32.0%,,,Liqueur & bitter,Herbal liquers,plastic closure,Finland,0.2 €,290.0 Kcal / 100ml,,organic,,Pramia Metsänhenki plastic bottle,plastic bottle,31.54 EUR,Pramia,175126,,,general selection,260.0 g/l,Pramia,"black-brown,full-bodied,warm,spruce shoot notes,pine notes,menthol notes",0,0.5,
3824,7.3 g/l,,13.5%,,,White wine,Nuanced & structured,natural cork,France,,80.0 Kcal / 100ml,,"aperitif,chicken, turkey,fatty fish,mild cheeses",,Domaine Weinbach Cuvée Ste Catherine Schlossberg Riesling  2016,bottle,93.2 EUR,Domaine Weinbach,934327,Alsace,AC Alsace Grand Cru,sale-to-order selection,4.0 g/l,Notandum Oy,"dry,very acidic,fruity,citrus notes,herbal notes,aromatic",0,0.75,
3825,,,40.0%,,,Cognacs,Cognac vsop,natural cork,France,0.1 €,230.0 Kcal / 100ml,,,Sold in gift packaging,Braastad VSOP,bottle,59.14 EUR,Tiffon,108777,,AC Cognac,general selection,9.0 g/l,Arcus Finland,"amber-brown,medium full bodied,rather aged,warm,apricot notes,light honey notes,spicy,oak notes",0,0.7,
3826,,Gluten-free,0.0%,,17.0 EBU,Non-alcoholic,Beer,crown cap,Spain,0.1 €,20.0 Kcal / 100ml,,,,"Ambar 0,0 % Gluten Free Lager",bottle,5.21 EUR,La Zaragozana,743634,,,general selection,,Winestate,"light brown,medium full bodied,medium hopped,biscuity,light citrus notes,hint of toffee,herbal notes",0,0.33,4.9 °P
3827,5.3 g/l,,13.0%,,,Red wine,Luscious & jammy,natural cork,Argentina,0.1 €,70.0 Kcal / 100ml,"Malbec,Bonarda,Syrah","game,strong cheeses,beef,mutton, lamb",,Trivento Amado Sur 2016,bottle,14.12 EUR,Trivento,498187,Mendoza,Mendoza,general selection,,Vct Finland,"full-bodied,tannic,currant jam notes,boysenberry notes,blueberry notes,slightly flowery,light baked notes,black pepper notes",0,0.75,
3828,7.5 g/l,,12.0%,,,White wine,Generous & toasty,natural cork,France,,70.0 Kcal / 100ml,Chardonnay,"pork,mild cheeses,casseroles,game birds",,La Maison du Vigneron Vieilles Vignes Jura Chardonnay 2014,bottle,29.33 EUR,La Maison du Vigneron,506017,Others,AOP Côtes du Jura,limited quantity product,,Hartwall,"dry,very acidic,yellow apple notes,ripe citrus notes,creamy,almond notes,sorrel notes",0,0.75,
3829,6.7 g/l,,12.5%,,,White wine,Crisp & fruity,metal screw cap,New Zealand,0.1 €,70.0 Kcal / 100ml,Sauvignon Blanc,"lean fish,seafood,salads, vegetarian food,party wine,metal screw cap,organic,lighter glass bottle",,King's Bay Sauvignon Blanc  2018,bottle,18.52 EUR,Icon Wines/The Wineteam Global,937437,,Marlborough,general selection,4.0 g/l,Cisa Drinks,"dry,acidic,gooseberry notes,currant leaf notes,citrus notes,passion fruit notes",0,0.75,
3830,8.4 g/l,,12.0%,,,Sparkling wine & champagne,Crisp & fruity,natural cork,France,,70.0 Kcal / 100ml,"Pinot Noir,Pinot Blanc","aperitif,mild cheeses,meditation beverage,tapas and antipasti,organic",,Jean Biecher Crémant d'Alsace,bottle,26.6 EUR,Jean Biecher & Fils,936937,,AOC Crémant d'Alsace,sale-to-order selection,7.0 g/l,Vindirekt Finland,"brut,acidic,yellow apple notes,citrus notes,fruity",0,0.75,
3831,5.5 g/l,,13.0%,,,White wine,Nuanced & structured,natural cork,Italy,0.1 €,70.0 Kcal / 100ml,Trebbiano Spoletino,"fatty fish,chicken, turkey,tapas and antipasti,salads, vegetarian food",,Novelli Trebbiano Spoletino 2015,bottle,26.4 EUR,Cantina Novelli,543417,Umbria,DOC Spoleto Trebbiano Spoletino,limited quantity product,,Vindirekt Finland,"dry,acidic,ripe blood grapefruit notes,apricot notes,light yellow plum notes,flowery,characteristic",0,0.75,
3832,5.7 g/l,,13.0%,,,White wine,Crisp & fruity,metal screw cap,Chile,0.1 €,70.0 Kcal / 100ml,Chardonnay,"buffet,fatty fish,chicken, turkey,salads, vegetarian food,metal screw cap,lighter glass bottle,local eco certificate",,Tarapacá Santa Cecilia Chardonnay 2018,bottle,10.12 EUR,VSPT,008072,Others,Valle Central,general selection,1.0 g/l,Wennerco,"dry,acidic,citrus notes,yellow plum notes,whitecurrant notes,light spice notes",0,0.75,
3833,8.8 g/l,Lower-alcohol wine,8.5%,,,White wine,Crisp & fruity,metal screw cap,Germany,,70.0 Kcal / 100ml,Riesling,"oriental food,fatty fish,sushi,seafood,metal screw cap",,Dr. Pauly-Bergweiler Wehlener Sonnenuhr Riesling Kabinett 2015,bottle,29.97 EUR,Dr. Pauly-Bergweiler,951627,Mosel,QmP Mosel Riesling Kabinett,sale-to-order selection,45.0 g/l,Social Wines,"medium sweet,very acidic,apricot notes,lychee notes,mineral notes,minerally",0,0.75,
3834,5.3 g/l,,14.0%,,,White wine,Crisp & fruity,metal screw cap,South Africa,0.1 €,80.0 Kcal / 100ml,Chardonnay,"chicken, turkey,seafood,lean fish,party wine,metal screw cap",,Brampton Unoaked Chardonnay 2016,bottle,18.52 EUR,Brampton Wines,948697,Others,WO Western Cape,sale-to-order selection,4.0 g/l,Hartwall,"dry,acidic,citrus notes,peach notes,apple notes",0,0.75,
